source,source_type,target,target_type
AT3G21720,gene,AT3G14130,gene
AT1G80380,gene,AT1G67090,gene
AT1G67090,gene,AT5G36700,gene
AT2G05710,gene,AT2G42790,gene
AT5G03860,gene,AT2G42790,gene
AT5G03860,gene,AT5G47720,gene
AT2G42790,gene,AT5G47720,gene
AT3G14130,gene,AT1G12550,gene
AT3G14130,gene,AT1G68010,gene
AT3G21720,gene,AT2G13360,gene
AT3G14130,gene,AT2G13360,gene
AT2G13360,gene,AT1G12550,gene
AT2G13360,gene,AT1G68010,gene
AT3G14130,gene,AT1G20620,gene
AT1G20620,gene,AT3G14130,gene
AT1G22020,gene,AT2G13360,gene
AT2G13360,gene,AT1G11860,gene
AT2G13360,gene,AT1G22020,gene
AT1G11860,gene,AT1G22020,gene
AT2G13360,gene,AT1G12550,gene
AT2G13360,gene,AT1G12550,gene
AT2G13360,gene,AT1G68010,gene
AT2G41220,gene,AT1G48470,gene
AT1G23310,gene,AT2G41220,gene
AT1G23310,gene,AT1G48470,gene
AT2G41220,gene,AT1G48470,gene
AT1G23310,gene,AT2G41220,gene
AT1G23310,gene,AT1G22020,gene
AT1G23310,gene,AT2G13360,gene
AT1G23310,gene,AT1G11860,gene
AT3G21720,gene,AT1G23310,gene
AT5G03860,gene,AT2G13360,gene
AT5G03860,gene,AT1G23310,gene
AT3G14130,gene,AT1G23310,gene
AT2G13360,gene,AT1G23310,gene
AT1G23310,gene,AT1G12550,gene
AT1G23310,gene,AT1G68010,gene
AT3G16910,gene,AT5G03860,gene
AT3G16910,gene,AT5G47720,gene
AT3G16910,gene,AT2G42790,gene
AT2G14170,gene,AT5G36880,gene
AT1G06550,gene,AT4G16210,gene
AT1G06550,gene,AT4G20930,gene
AT4G20930,gene,AT2G14170,gene
AT2G14170,gene,AT4G04320,gene
AT5G47720,gene,AT4G04320,gene
AT2G14170,gene,AT1G36160,gene
AT5G47720,gene,AT1G36160,gene
AT2G14170,gene,AT5G47720,gene
AT1G21400,gene,AT1G48030,gene
AT1G21400,gene,AT3G06850,gene
AT1G48030,gene,AT3G06850,gene
AT2G14170,gene,AT3G06850,gene
AT3G06850,gene,AT5G36880,gene
AT1G21400,gene,AT4G17260,gene
AT4G16210,gene,AT1G06290,gene
AT1G06290,gene,AT2G14170,gene
AT1G06290,gene,AT5G36880,gene
AT1G06290,gene,AT3G06850,gene
AT3G15290,gene,AT4G16210,gene
AT4G11820,gene,AT5G47720,gene
AT4G11820,gene,AT5G47720,gene
AT5G47720,gene,AT3G15290,gene
AT4G11820,gene,AT3G15290,gene
AT2G26800,gene,AT4G11820,gene
AT2G26800,gene,AT4G11820,gene
AT2G26800,gene,AT5G47720,gene
AT1G65960,gene,AT3G22200,gene
AT3G22200,gene,AT1G79440,gene
AT1G79440,gene,AT1G17650,gene
AT3G22200,gene,AT1G17650,gene
AT2G43090,gene,AT1G31180,gene
AT2G16370,gene,AT2G16370,gene
AT2G16370,gene,AT2G16370,gene
AT2G16370,gene,AT2G44160,gene
AT1G22020,gene,AT2G44160,gene
AT1G11860,gene,AT2G44160,gene
AT2G16370,gene,AT1G22020,gene
AT2G16370,gene,AT1G11860,gene
AT2G16370,gene,AT1G50480,gene
AT2G16370,gene,AT1G31220,gene
AT2G16370,gene,AT2G35040,gene
AT2G16370,gene,AT1G22020,gene
AT2G16370,gene,AT1G11860,gene
AT2G16370,gene,AT4G17360,gene
AT2G16370,gene,AT1G66520,gene
AT2G16370,gene,AT1G31220,gene
AT1G50480,gene,AT1G22020,gene
AT1G50480,gene,AT1G11860,gene
AT1G50480,gene,AT1G31220,gene
AT1G31220,gene,AT1G22020,gene
AT1G31220,gene,AT1G11860,gene
AT1G31220,gene,AT1G31220,gene
AT2G35040,gene,AT1G22020,gene
AT2G35040,gene,AT1G11860,gene
AT2G35040,gene,AT1G31220,gene
AT1G22020,gene,AT4G17360,gene
AT1G22020,gene,AT1G66520,gene
AT1G22020,gene,AT1G31220,gene
AT1G11860,gene,AT4G17360,gene
AT1G11860,gene,AT1G66520,gene
AT1G11860,gene,AT1G31220,gene
AT4G17360,gene,AT1G31220,gene
AT1G66520,gene,AT1G31220,gene
AT1G11860,gene,AT1G31220,gene
AT1G76730,gene,AT1G31220,gene
AT2G16370,gene,AT1G11860,gene
AT2G16370,gene,AT1G22020,gene
AT2G16370,gene,AT2G35040,gene
AT2G16370,gene,AT1G31220,gene
AT2G16370,gene,AT1G50480,gene
AT2G16370,gene,AT4G17360,gene
AT2G16370,gene,AT1G66520,gene
AT2G16370,gene,AT1G31220,gene
AT2G01140,gene,AT3G55800,gene
AT3G55800,gene,AT2G45290,gene
AT2G45290,gene,AT1G71100,gene
AT1G71100,gene,AT1G63290,gene
AT1G71100,gene,AT1G32060,gene
AT1G32060,gene,AT1G63290,gene
AT1G32060,gene,AT1G67090,gene
AT1G63290,gene,AT2G45290,gene
AT2G45290,gene,AT1G63290,gene
AT1G43670,gene,AT2G45290,gene
AT1G43670,gene,AT2G01140,gene
AT2G01140,gene,AT1G12900,gene
AT2G01140,gene,AT2G21170,gene
AT2G01140,gene,AT2G21170,gene
AT2G45290,gene,AT2G01140,gene
AT2G01140,gene,AT2G45290,gene
AT2G21170,gene,AT1G12900,gene
AT2G45290,gene,AT1G12900,gene
AT1G12900,gene,AT2G45290,gene
AT2G45290,gene,AT2G21170,gene
AT2G21170,gene,AT2G45290,gene
AT1G56190,gene,AT1G67090,gene
AT1G53310,gene,AT1G04410,gene
AT1G04410,gene,AT1G79750,gene
AT4G15530,gene,AT1G79750,gene
AT1G17290,gene,AT2G13560,gene
AT1G04410,gene,AT2G13560,gene
AT1G53310,gene,AT1G62800,gene
AT1G53310,gene,AT5G58330,gene
AT5G58330,gene,AT1G62800,gene
AT4G15530,gene,AT1G53310,gene
AT2G01140,gene,AT2G45290,gene
AT1G12900,gene,AT1G56190,gene
AT2G01140,gene,AT2G21170,gene
AT2G01140,gene,AT2G01140,gene
AT2G45290,gene,AT2G45290,gene
AT2G01140,gene,AT1G13440,gene
AT2G45290,gene,AT2G45290,gene
AT2G21170,gene,AT1G13440,gene
AT2G45290,gene,AT1G13440,gene
AT1G56190,gene,AT1G13440,gene
AT1G13440,gene,AT2G45290,gene
AT1G62800,gene,AT4G37870,gene
AT4G37870,gene,AT1G04410,gene
AT1G62800,gene,AT1G04410,gene
AT1G17290,gene,AT1G79750,gene
AT1G17290,gene,AT4G15530,gene
AT1G79750,gene,AT4G15530,gene
AT4G15530,gene,AT4G37870,gene
AT4G15530,gene,AT1G53310,gene
AT1G53310,gene,AT4G37870,gene
AT1G04410,gene,AT5G58330,gene
AT1G04410,gene,AT1G79750,gene
AT2G13560,gene,AT5G58330,gene
AT2G13560,gene,AT1G79750,gene
AT5G58330,gene,AT1G79750,gene
AT1G22940,gene,AT1G22940,gene
AT1G67440,gene,AT5G66005,gene
AT2G37250,gene,AT5G66005,gene
AT1G02880,gene,AT5G66005,gene
AT1G02880,gene,AT1G67440,gene
AT2G29630,gene,AT1G22940,gene
AT2G29630,gene,AT1G22940,gene
AT3G24030,gene,AT1G22940,gene
AT1G67440,gene,AT1G22940,gene
AT1G67440,gene,AT1G22940,gene
AT5G66005,gene,AT1G22940,gene
AT5G66005,gene,AT1G22940,gene
AT1G22940,gene,AT1G22940,gene
AT1G22940,gene,AT1G22940,gene
AT3G16990,gene,AT1G22940,gene
AT1G67440,gene,AT1G02880,gene
AT1G67440,gene,AT2G37250,gene
AT1G67440,gene,AT1G22940,gene
AT1G67440,gene,AT1G22940,gene
AT1G02880,gene,AT2G37250,gene
AT5G32470,gene,AT3G16990,gene
AT1G22940,gene,AT5G32470,gene
AT3G47390,gene,AT2G22450,gene
AT3G47390,gene,AT3G47390,gene
AT1G79790,gene,AT3G47390,gene
AT1G79790,gene,AT2G44050,gene
AT1G79790,gene,AT2G20690,gene
AT2G44050,gene,AT2G20690,gene
AT2G22450,gene,AT2G44050,gene
AT4G21470,gene,AT2G20690,gene
AT4G21470,gene,AT5G08340,gene
AT4G21470,gene,AT2G42070,gene
AT1G14700,gene,AT2G20690,gene
AT1G79790,gene,AT2G20690,gene
AT1G14700,gene,AT5G08340,gene
AT1G14700,gene,AT2G42070,gene
AT1G14700,gene,AT4G29680,gene
AT4G21470,gene,AT4G29680,gene
AT1G79790,gene,AT5G08340,gene
AT1G79790,gene,AT4G29680,gene
AT1G79790,gene,AT2G42070,gene
AT2G44050,gene,AT2G20690,gene
AT1G17710,gene,AT2G46580,gene
AT1G17710,gene,AT5G53580,gene
AT1G17710,gene,AT2G46580,gene
AT5G37850,gene,AT2G46580,gene
AT5G37850,gene,AT5G53580,gene
AT5G37850,gene,AT2G46580,gene
AT5G53580,gene,AT2G46580,gene
AT1G17710,gene,AT2G46580,gene
AT5G37850,gene,AT2G46580,gene
AT2G46580,gene,AT5G37850,gene
AT2G46580,gene,AT1G17710,gene
AT2G46580,gene,AT5G37850,gene
AT2G46580,gene,AT1G17710,gene
AT2G46580,gene,AT5G37850,gene
AT2G46580,gene,AT1G17710,gene
AT2G46580,gene,AT5G37850,gene
AT2G46580,gene,AT1G17710,gene
AT1G72810,gene,AT2G17630,gene
AT1G17710,gene,AT2G46580,gene
AT1G17710,gene,AT5G53580,gene
AT5G37850,gene,AT2G46580,gene
AT5G37850,gene,AT5G53580,gene
AT5G37850,gene,AT2G38230,gene
AT1G17710,gene,AT2G38230,gene
AT2G46580,gene,AT2G38230,gene
AT2G46580,gene,AT2G38230,gene
AT5G20070,gene,AT3G62040,gene
AT4G29680,gene,AT3G62040,gene
AT5G55810,gene,AT3G62040,gene
AT5G55810,gene,AT3G62040,gene
AT1G55090,gene,AT1G21640,gene
AT5G20070,gene,AT1G21640,gene
AT4G29680,gene,AT1G21640,gene
AT5G55810,gene,AT1G21640,gene
AT5G55810,gene,AT1G21640,gene
AT1G55090,gene,AT5G20070,gene
AT1G55090,gene,AT4G29680,gene
AT1G55090,gene,AT5G55810,gene
AT1G55090,gene,AT5G55810,gene
AT5G55810,gene,AT1G55090,gene
AT5G55810,gene,AT1G55090,gene
AT4G29680,gene,AT1G55090,gene
AT5G20070,gene,AT1G55090,gene
AT5G55810,gene,AT2G23420,gene
AT3G62040,gene,AT5G55810,gene
AT2G01350,gene,AT5G55810,gene
AT5G55810,gene,AT2G23420,gene
AT3G62040,gene,AT5G55810,gene
AT2G01350,gene,AT5G55810,gene
AT3G62040,gene,AT2G23420,gene
AT2G01350,gene,AT2G23420,gene
AT4G29680,gene,AT2G23420,gene
AT5G20070,gene,AT2G23420,gene
AT2G01350,gene,AT3G62040,gene
AT4G29680,gene,AT3G62040,gene
AT5G20070,gene,AT3G62040,gene
AT2G01350,gene,AT4G29680,gene
AT5G20070,gene,AT2G01350,gene
AT5G50210,gene,AT2G01350,gene
AT5G14760,gene,AT5G50210,gene
AT2G36310,gene,AT5G09230,gene
AT2G36310,gene,AT3G62040,gene
AT2G23420,gene,AT2G36310,gene
AT2G36310,gene,AT3G62040,gene
AT5G09230,gene,AT1G21640,gene
AT5G09230,gene,AT1G55090,gene
AT5G09230,gene,AT4G29680,gene
AT5G09230,gene,AT5G20070,gene
AT5G09230,gene,AT5G55810,gene
AT5G09230,gene,AT5G55810,gene
AT1G72880,gene,AT5G20070,gene
AT1G72880,gene,AT4G29680,gene
AT1G72880,gene,AT5G55810,gene
AT1G72880,gene,AT5G55810,gene
AT1G72880,gene,AT2G36310,gene
AT1G72880,gene,AT2G01350,gene
AT1G72880,gene,AT5G20070,gene
AT1G72880,gene,AT2G23420,gene
AT1G72880,gene,AT4G29680,gene
AT1G72880,gene,AT5G55810,gene
AT1G72880,gene,AT5G55810,gene
AT1G72880,gene,AT2G36310,gene
AT3G23940,gene,AT3G58610,gene
AT2G46110,gene,AT3G23940,gene
AT3G23940,gene,AT1G10060,gene
AT2G46110,gene,AT1G10060,gene
AT1G60440,gene,AT5G48840,gene
AT1G48605,gene,AT1G60440,gene
AT1G60440,gene,AT1G48605,gene
AT1G48605,gene,AT2G18250,gene
AT4G29680,gene,AT1G48605,gene
AT1G60440,gene,AT2G18250,gene
AT4G29680,gene,AT1G60440,gene
AT2G27490,gene,AT2G18250,gene
AT2G27490,gene,AT4G29680,gene
AT5G64370,gene,AT5G12200,gene
AT5G64370,gene,AT5G48840,gene
AT5G12200,gene,AT3G17810,gene
AT3G11470,gene,AT2G27490,gene
AT1G60440,gene,AT1G12350,gene
AT1G12350,gene,AT1G60440,gene
AT1G12350,gene,AT1G48605,gene
AT2G31810,gene,AT3G58610,gene
AT1G23800,gene,AT5G48840,gene
AT1G23800,gene,AT5G64370,gene
AT1G23800,gene,AT1G65840,gene
AT1G74960,gene,AT1G24360,gene
AT1G24360,gene,AT2G22230,gene
AT2G22230,gene,AT2G05990,gene
AT2G05990,gene,AT1G74960,gene
AT1G74960,gene,AT1G24360,gene
AT1G24360,gene,AT2G22230,gene
AT2G22230,gene,AT2G05990,gene
AT5G04620,gene,AT5G57590,gene
AT5G04620,gene,AT5G04620,gene
AT5G57590,gene,AT5G04620,gene
AT5G57590,gene,AT5G57590,gene
AT5G57590,gene,AT2G43360,gene
AT2G43360,gene,AT1G37150,gene
AT2G43360,gene,AT1G37150,gene
AT2G43360,gene,AT1G37150,gene
AT2G43360,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G37150,gene,AT1G37150,gene
AT1G47578,gene,AT1G04640,gene
AT1G47578,gene,AT2G20860,gene
AT1G47578,gene,AT2G20860,gene
AT1G04640,gene,AT2G20860,gene
AT3G07270,gene,AT5G42370,gene
AT3G11750,gene,AT5G42370,gene
AT1G69190,gene,AT3G11750,gene
AT1G69190,gene,AT3G11750,gene
AT1G69190,gene,AT1G69190,gene
AT1G69190,gene,AT1G69190,gene
AT1G69190,gene,AT3G10160,gene
AT5G41480,gene,AT1G69190,gene
AT1G69190,gene,AT3G10160,gene
AT5G41480,gene,AT1G69190,gene
AT2G16370,gene,AT3G10160,gene
AT2G16370,gene,AT3G10160,gene
AT2G16370,gene,AT5G41480,gene
AT2G16370,gene,AT5G41480,gene
AT3G10160,gene,AT2G16370,gene
AT2G16370,gene,AT1G78660,gene
AT3G10160,gene,AT2G16370,gene
AT2G16370,gene,AT1G78660,gene
AT3G10160,gene,AT1G78660,gene
AT3G10160,gene,AT1G78660,gene
AT2G28880,gene,AT5G57850,gene
AT5G57850,gene,AT1G69190,gene
AT5G57850,gene,AT1G69190,gene
AT3G07270,gene,AT2G31955,gene
AT2G31955,gene,AT1G01290,gene
AT1G01290,gene,AT2G43760,gene
AT2G43760,gene,AT5G20990,gene
AT5G20990,gene,AT5G20990,gene
AT5G20990,gene,AT1G16540,gene
AT3G07270,gene,AT2G22450,gene
AT2G31955,gene,AT2G22450,gene
AT3G11750,gene,AT3G11750,gene
AT3G11750,gene,AT3G11750,gene
AT3G11750,gene,AT3G11750,gene
AT1G44318,gene,AT3G48730,gene
AT5G08280,gene,AT1G44318,gene
AT2G26540,gene,AT5G08280,gene
AT2G40490,gene,AT2G26540,gene
AT2G26540,gene,AT5G40850,gene
AT2G40490,gene,AT5G40850,gene
AT1G03475,gene,AT2G40490,gene
AT4G01690,gene,AT1G03475,gene
AT2G44520,gene,AT2G30390,gene
AT5G56090,gene,AT2G44520,gene
AT4G03240,gene,AT2G30390,gene
AT3G48730,gene,AT1G09940,gene
AT5G26710,gene,AT1G09940,gene
AT1G08520,gene,AT4G25080,gene
AT3G56940,gene,AT4G25080,gene
AT3G56940,gene,AT3G56940,gene
AT3G56940,gene,AT3G56940,gene
AT5G18660,gene,AT3G56940,gene
AT1G03630,gene,AT3G56940,gene
AT5G18660,gene,AT1G03630,gene
AT5G18660,gene,AT1G03630,gene
AT5G18660,gene,AT1G03630,gene
AT1G19670,gene,AT1G03630,gene
AT3G51820,gene,AT1G03630,gene
AT5G18660,gene,AT1G19670,gene
AT3G51820,gene,AT5G18660,gene
AT4G01690,gene,AT2G30390,gene
AT4G01690,gene,AT1G08520,gene
AT2G30390,gene,AT1G08520,gene
AT3G44880,gene,AT4G16690,gene
AT3G44880,gene,AT4G37000,gene
AT4G13250,gene,AT3G51820,gene
AT4G13250,gene,AT1G19670,gene
AT4G13250,gene,AT1G19670,gene
AT4G13250,gene,AT3G51820,gene
AT1G04620,gene,AT4G13250,gene
AT3G51820,gene,AT1G04620,gene
AT1G19670,gene,AT1G04620,gene
AT1G44446,gene,AT1G19670,gene
AT1G44446,gene,AT3G51820,gene
AT1G44446,gene,AT4G13250,gene
AT5G18660,gene,AT1G44446,gene
AT1G44446,gene,AT3G51820,gene
AT1G44446,gene,AT1G19670,gene
AT1G44446,gene,AT1G03630,gene
AT4G01690,gene,AT2G30390,gene
AT2G40490,gene,AT4G01690,gene
AT1G03475,gene,AT4G01690,gene
AT4G03240,gene,AT2G30390,gene
AT2G30390,gene,AT2G30390,gene
AT3G51820,gene,AT1G74470,gene
AT3G51820,gene,AT1G74470,gene
AT2G30390,gene,AT1G58300,gene
AT1G58300,gene,AT2G44520,gene
AT1G58300,gene,AT3G09150,gene
AT4G03240,gene,AT1G58300,gene
AT2G30390,gene,AT1G58300,gene
AT2G30390,gene,AT1G58300,gene
AT1G19670,gene,AT1G44000,gene
AT3G51820,gene,AT1G44000,gene
AT1G04620,gene,AT1G44000,gene
AT5G18660,gene,AT1G44000,gene
AT1G03630,gene,AT1G44000,gene
AT1G44000,gene,AT1G44446,gene
AT1G44000,gene,AT3G51820,gene
AT1G44000,gene,AT1G19670,gene
AT5G47720,gene,AT4G11820,gene
AT4G11820,gene,AT1G76490,gene
AT1G76490,gene,AT5G27450,gene
AT5G27450,gene,AT1G31910,gene
AT1G31910,gene,AT2G38700,gene
AT3G21500,gene,AT5G62790,gene
AT5G62790,gene,AT2G02500,gene
AT2G02500,gene,AT2G26930,gene
AT2G26930,gene,AT1G63970,gene
AT1G63970,gene,AT5G60600,gene
AT5G60600,gene,AT4G34350,gene
AT5G60600,gene,AT4G34350,gene
AT2G38700,gene,AT4G34350,gene
AT2G38700,gene,AT3G02780,gene
AT2G38700,gene,AT1G49530,gene
AT2G38700,gene,AT1G49530,gene
AT4G34350,gene,AT3G02780,gene
AT4G34350,gene,AT1G49530,gene
AT4G34350,gene,AT1G49530,gene
AT3G02780,gene,AT1G49530,gene
AT3G02780,gene,AT1G49530,gene
AT1G49530,gene,AT1G49530,gene
AT4G34350,gene,AT3G02780,gene
AT1G49530,gene,AT1G49530,gene
AT1G49530,gene,AT1G49530,gene
AT1G49530,gene,AT1G74470,gene
AT1G49530,gene,AT1G11755,gene
AT1G49530,gene,AT1G17050,gene
AT1G74470,gene,AT1G17050,gene
AT1G49530,gene,AT1G17050,gene
AT1G49530,gene,AT1G17050,gene
AT1G17050,gene,AT1G17050,gene
AT1G11755,gene,AT1G49530,gene
AT1G49530,gene,AT3G59380,gene
AT3G59380,gene,AT1G11755,gene
AT3G59380,gene,AT1G49530,gene
AT1G26120,gene,AT4G01320,gene
AT1G26120,gene,AT2G36305,gene
AT5G08335,gene,AT4G01320,gene
AT5G08335,gene,AT2G36305,gene
AT4G01320,gene,AT3G59380,gene
AT2G36305,gene,AT3G59380,gene
AT1G49530,gene,AT3G02780,gene
AT4G34350,gene,AT1G49530,gene
AT2G38700,gene,AT1G26640,gene
AT1G26640,gene,AT4G34350,gene
AT1G26640,gene,AT3G02780,gene
AT1G26640,gene,AT1G49530,gene
AT1G26640,gene,AT1G49530,gene
AT1G63970,gene,AT5G60600,gene
AT5G60600,gene,AT4G34350,gene
AT5G60600,gene,AT4G34350,gene
AT5G63910,gene,AT4G33360,gene
AT5G63910,gene,AT4G33360,gene
AT4G33360,gene,AT5G58560,gene
AT1G74000,gene,AT2G20340,gene
AT3G25820,gene,AT2G24210,gene
AT3G25820,gene,AT1G61680,gene
AT1G61680,gene,AT2G24210,gene
AT1G79460,gene,AT4G02780,gene
AT5G25900,gene,AT1G79460,gene
AT1G02400,gene,AT1G15550,gene
AT1G44090,gene,AT1G05160,gene
AT1G15550,gene,AT1G44090,gene
AT1G02400,gene,AT1G44090,gene
AT1G02400,gene,AT1G15550,gene
AT1G02400,gene,AT1G15550,gene
AT1G15550,gene,AT1G44090,gene
AT1G02400,gene,AT1G44090,gene
AT1G02400,gene,AT1G15550,gene
AT5G25900,gene,AT1G05160,gene
AT4G02780,gene,AT1G61120,gene
AT1G61120,gene,AT3G25180,gene
AT2G38050,gene,AT3G50660,gene
AT2G38050,gene,AT3G50660,gene
AT3G13730,gene,AT3G50660,gene
AT3G30180,gene,AT3G30180,gene
AT3G30180,gene,AT3G13730,gene
AT3G13730,gene,AT3G30180,gene
AT3G13730,gene,AT3G30180,gene
AT3G30180,gene,AT3G30180,gene
AT3G30180,gene,AT3G30180,gene
AT3G30180,gene,AT3G30180,gene
AT3G13730,gene,AT3G30180,gene
AT3G50660,gene,AT3G13730,gene
AT3G50660,gene,AT3G13730,gene
AT2G38050,gene,AT3G13730,gene
AT3G50660,gene,AT2G38050,gene
AT3G50660,gene,AT5G05690,gene
AT3G13730,gene,AT5G05690,gene
AT3G50660,gene,AT5G05690,gene
AT2G38050,gene,AT5G05690,gene
AT3G13730,gene,AT5G05690,gene
AT3G50660,gene,AT2G38050,gene
AT2G26710,gene,AT3G30180,gene
AT2G26710,gene,AT3G30180,gene
AT3G30180,gene,AT2G26710,gene
AT3G13730,gene,AT3G30180,gene
AT3G10230,gene,AT5G57030,gene
AT5G57030,gene,AT3G10230,gene
AT3G53130,gene,AT4G25700,gene
AT4G25700,gene,AT3G53130,gene
AT3G53130,gene,AT4G25700,gene
AT4G25700,gene,AT3G53130,gene
AT4G25700,gene,AT3G10230,gene
AT5G67030,gene,AT4G25700,gene
AT1G08550,gene,AT4G25700,gene
AT1G08550,gene,AT5G67030,gene
AT1G08550,gene,AT5G67030,gene
AT1G52340,gene,AT1G30100,gene
AT1G52340,gene,AT1G30100,gene
AT2G27150,gene,AT1G52340,gene
AT2G29090,gene,AT2G27150,gene
AT5G17230,gene,AT4G14210,gene
AT5G17230,gene,AT4G14210,gene
AT1G10830,gene,AT3G04870,gene
AT3G04870,gene,AT1G06820,gene
AT3G04870,gene,AT4G14210,gene
AT3G04870,gene,AT3G10230,gene
AT5G57030,gene,AT3G10230,gene
AT5G57030,gene,AT3G04870,gene
AT5G57030,gene,AT1G06820,gene
AT3G10230,gene,AT3G04870,gene
AT3G10230,gene,AT1G06820,gene
AT3G04870,gene,AT1G06820,gene
AT3G10230,gene,AT1G31800,gene
AT3G10230,gene,AT4G25700,gene
AT3G10230,gene,AT3G53130,gene
AT1G31800,gene,AT3G53130,gene
AT1G31800,gene,AT3G53130,gene
AT4G25700,gene,AT1G31800,gene
AT1G31800,gene,AT1G08550,gene
AT1G31800,gene,AT5G67030,gene
AT2G27150,gene,AT1G52400,gene
AT2G29090,gene,AT1G52400,gene
AT4G14210,gene,AT1G10830,gene
AT1G31800,gene,AT3G10230,gene
AT1G31800,gene,AT4G25700,gene
AT3G04870,gene,AT3G10230,gene
AT2G44990,gene,AT4G32810,gene
AT1G03055,gene,AT2G44990,gene
AT1G03055,gene,AT4G25700,gene
AT1G03055,gene,AT1G31800,gene
AT1G03055,gene,AT3G10230,gene
AT1G67110,gene,AT1G25410,gene
AT1G67110,gene,AT1G25410,gene
AT1G67110,gene,AT1G25410,gene
AT5G23960,gene,AT5G23960,gene
AT4G34640,gene,AT1G58440,gene
AT4G13280,gene,AT5G44630,gene
AT4G13280,gene,AT5G23960,gene
AT4G13280,gene,AT5G23960,gene
AT5G44630,gene,AT5G23960,gene
AT5G44630,gene,AT5G23960,gene
AT1G58440,gene,AT1G78950,gene
AT1G58440,gene,AT1G78960,gene
AT1G58440,gene,AT1G78960,gene
AT1G58440,gene,AT1G78970,gene
AT1G58440,gene,AT5G48010,gene
AT1G58440,gene,AT1G78955,gene
AT1G58440,gene,AT4G15340,gene
AT1G78950,gene,AT1G78960,gene
AT1G78950,gene,AT1G78960,gene
AT1G78950,gene,AT1G78970,gene
AT1G78950,gene,AT5G48010,gene
AT1G78950,gene,AT1G78955,gene
AT1G78950,gene,AT4G15340,gene
AT1G78960,gene,AT1G78960,gene
AT1G78960,gene,AT1G78970,gene
AT1G78960,gene,AT5G48010,gene
AT1G78960,gene,AT1G78955,gene
AT1G78960,gene,AT4G15340,gene
AT1G78960,gene,AT1G78970,gene
AT1G78960,gene,AT5G48010,gene
AT1G78960,gene,AT1G78955,gene
AT1G78960,gene,AT4G15340,gene
AT1G78970,gene,AT5G48010,gene
AT1G78970,gene,AT1G78955,gene
AT1G78970,gene,AT4G15340,gene
AT5G48010,gene,AT1G78955,gene
AT5G48010,gene,AT4G15340,gene
AT1G78955,gene,AT4G15340,gene
AT4G34640,gene,AT5G23960,gene
AT4G34640,gene,AT5G23960,gene
AT4G34640,gene,AT5G44630,gene
AT4G34640,gene,AT5G44630,gene
AT4G34640,gene,AT5G44630,gene
AT4G34640,gene,AT4G13280,gene
AT5G23960,gene,AT5G44630,gene
AT5G23960,gene,AT5G44630,gene
AT5G23960,gene,AT5G44630,gene
AT5G23960,gene,AT5G44630,gene
AT5G44630,gene,AT5G44630,gene
AT5G44630,gene,AT5G44630,gene
AT5G44630,gene,AT4G13280,gene
AT5G44630,gene,AT5G44630,gene
AT5G44630,gene,AT4G13280,gene
AT1G58440,gene,AT1G78500,gene
AT1G58440,gene,AT1G78500,gene
AT1G58440,gene,AT5G36150,gene
AT1G58440,gene,AT4G15370,gene
AT1G58440,gene,AT5G42600,gene
AT1G78950,gene,AT1G78500,gene
AT1G78950,gene,AT1G78500,gene
AT1G78950,gene,AT5G36150,gene
AT1G78950,gene,AT4G15370,gene
AT1G78950,gene,AT5G42600,gene
AT1G78960,gene,AT1G78500,gene
AT1G78960,gene,AT1G78500,gene
AT1G78960,gene,AT5G36150,gene
AT1G78960,gene,AT4G15370,gene
AT1G78960,gene,AT5G42600,gene
AT1G78960,gene,AT1G78500,gene
AT1G78960,gene,AT1G78500,gene
AT1G78960,gene,AT5G36150,gene
AT1G78960,gene,AT4G15370,gene
AT1G78960,gene,AT5G42600,gene
AT1G78970,gene,AT1G78500,gene
AT1G78970,gene,AT1G78500,gene
AT1G78970,gene,AT5G36150,gene
AT1G78970,gene,AT4G15370,gene
AT1G78970,gene,AT5G42600,gene
AT1G78500,gene,AT1G78500,gene
AT1G78500,gene,AT5G36150,gene
AT1G78500,gene,AT4G15370,gene
AT1G78500,gene,AT5G48010,gene
AT1G78500,gene,AT1G78955,gene
AT1G78500,gene,AT4G15340,gene
AT1G78500,gene,AT5G42600,gene
AT1G78500,gene,AT5G36150,gene
AT1G78500,gene,AT4G15370,gene
AT1G78500,gene,AT5G48010,gene
AT1G78500,gene,AT1G78955,gene
AT1G78500,gene,AT4G15340,gene
AT1G78500,gene,AT5G42600,gene
AT5G36150,gene,AT4G15370,gene
AT5G36150,gene,AT5G48010,gene
AT5G36150,gene,AT1G78955,gene
AT5G36150,gene,AT4G15340,gene
AT5G36150,gene,AT5G42600,gene
AT4G15370,gene,AT5G48010,gene
AT4G15370,gene,AT1G78955,gene
AT4G15370,gene,AT4G15340,gene
AT4G15370,gene,AT5G42600,gene
AT5G48010,gene,AT5G42600,gene
AT1G78955,gene,AT5G42600,gene
AT4G15340,gene,AT5G42600,gene
AT1G08090,gene,AT1G37130,gene
AT1G37130,gene,AT2G15620,gene
