,0,1,2
AT4G29680,AT4G29680,,Alkaline-phosphatase-like family protein;(source:Araport11)
AT4G29720,AT4G29720,"ATPAO5,  PAO5,  POLYAMINE OXIDASE 5",polyamine oxidase 5;(source:Araport11)
AT4G29810,AT4G29810,"ATMKK2,  MAP KINASE KINASE 1,  MAP KINASE KINASE 2,  MK1,  MKK2","encodes a MAP kinase kinase 2 that regulates MPK6 and MPK4 in response to cold and salt stresses. Co-expression with MEKK1 in protoplasts activated MKK2 activity, suggesting that MEKK1 may be a regulator of MKK2."
AT4G29890,AT4G29890,,"choline monooxygenase, putative (CMO-like);(source:Araport11)"
AT4G30790,AT4G30790,"ATG11,  AUTOPHAGY-RELATED 11",Encodes autophagy-related 2 (ATG11)
AT4G31500,AT4G31500,"ALTERED TRYPTOPHAN REGULATION 4,  ATR4,  CYP83B1,  CYTOCHROME P450, FAMILY 83, SUBFAMILY B, POLYPEPTIDE 1,  RED ELONGATED 1,  RED1,  RNT1,  RUNT 1,  SUPERROOT 2,  SUR2",Encodes an oxime-metabolizing enzyme in the biosynthetic pathway of glucosinolates.  Is required for phytochrome signal transduction in red light.   Mutation confers auxin overproduction.
AT4G32770,AT4G32770,"ATSDX1,  SUCROSE EXPORT DEFECTIVE 1,  VITAMIN E DEFICIENT 1,  VTE1","Tocopherol cyclase involved in tocopherol (vitamin E)synthesis. VTE1 over-expressing plants have increased tocopherol indicating VTE1 is a major limiting factor in tocopherol synthesis. Mutants defective in this gene accumulate high amounts of zeaxanthin in conditions of high light or low temperature.  Plays a role in the adaptation to low temperature stress, notably phloem loading."
AT4G32810,AT4G32810,"ATCCD8,  CAROTENOID CLEAVAGE DIOXYGENASE 8,  CCD8,  MAX4,  MORE AXILLARY BRANCHING 4","Encodes a protein with similarity to carotenoid cleaving deoxygenases, the enzymes that cleave beta-carotene. Involved in the production of a graft transmissable signal to suppress axillary branching. Protein is localized to chloroplast stroma and expressed primarily in root tip.  Mutants in the gene exhibit increased shoot branching, and light-dependent defects in hook opening and hypocotyl/root elongation. Only upregulated by auxin in the root and hypocotyl, and this is not required for the inhibition of shoot branching."
AT4G32960,AT4G32960,,BRISC/BRCA1-A complex protein;(source:Araport11)
AT4G33030,AT4G33030,"SQD1,  SULFOQUINOVOSYLDIACYLGLYCEROL 1",involved in sulfolipid biosynthesis The mRNA is cell-to-cell mobile.
AT4G33070,AT4G33070,"ATPDC1,  PDC1,  PYRUVATE DECARBOXYLASE 1",Thiamine pyrophosphate dependent pyruvate decarboxylase family protein;(source:Araport11)
AT4G33150,AT4G33150,"LKR,  LKR/SDH,  LYSINE-KETOGLUTARATE REDUCTASE,  LYSINE-KETOGLUTARATE REDUCTASE/SACCHAROPINE DEHYDROGENASE,  SACCHAROPINE DEHYDROGENASE,  SDH","This is a splice variant of the LKR/SDH locus. It encodes a bifunctional polypeptide lysine-ketoglutarate reductase and saccharopine dehydrogenase involved in lysine degradation. There is another splice variant that encodes a mono saccharopine dehydrogenase protein. Gene expression is induced by abscisic acid, jasmonate, and under sucrose starvation."
AT4G33360,AT4G33360,"FARNESOL DEHYDROGENASE,  FLDH",Encodes an NAD+-dependent dehydrogenase that oxidizes farnesol more efficiently than other prenyl alcohol   substrates.
AT4G33670,AT4G33670,"L-GALACTOSE DEHYDROGENASE,  L-GALDH","Encodes a L-galactose dehydrogenase, involved in ascorbate biosynthesis"
AT4G34350,AT4G34350,"4-HYDROXY-3-METHYLBUT-2-ENYL DIPHOSPHATE REDUCTASE,  CHLOROPLAST BIOGENESIS 6,  CLB6,  HDR,  ISPH",Arabidopsis ISPH is involved in the plastid nonmevalonate pathway of isoprenoid biosynthesis. It was shown to complement the lethal phenotype of E. coli ispH mutant and is therefore most likely encodes a protein with 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity involved in the last step of mevalonate-independent isopentenyl biosynthesis. Mutant has Albino seedling.
AT4G34640,AT4G34640,"ERG9,  SQS1,  SQUALENE SYNTHASE 1","Encodes squalene synthase, which converts two molecules of farnesyl diphosphate (FPP) into squalene via an intermediate: presqualene diphosphate (PSPP). It is generally thought to be one of the key enzymes of sterol biosynthesis, since it catalyzes the first pathway-specific reaction of the sterol branch of the isoprenoid pathway. The mRNA is cell-to-cell mobile."
AT4G34840,AT4G34840,"ARABIDOPSIS METHYLTHIOADENOSINE NUCLEOSIDASE 2,  ATMTAN2,  ATMTN2,  METHYLTHIOADENOSINE NUCLEOSIDASE 2,  MTAN2,  MTN2","Encodes one of the 5'-methylthioadenosine nucleosidases (AT4G38800/MTN1; AT4G34840/MTN2). Double mutant, mtn1-1mtn2-1, retains approximately 14% of the MTN enzyme activity present in the wild type and displays a pleiotropic phenotype that includes altered vasculature and impaired fertility."
AT4G34890,AT4G34890,"ATXDH1,  XANTHINE DEHYDROGENASE 1,  XDH1","Encodes a xanthine dehydrogenase, involved in purine catabolism. Ubiquitously expressed, but the transcript level is altered during aging, senescence, salt and cold stress, ABA treatment, and dark  treatment. RNAi lines that suppress both XDH1 and XDH2 produce small plants with reduced fertility and  accelerated leaf senescence. Role in drought tolerance."
AT4G35150,AT4G35150,,O-methyltransferase family protein;(source:Araport11)
AT4G35910,AT4G35910,"CTU2,  CYTOPLASMIC THIOURIDYLASE 2",Encodes a cytoplasmic thiouridylase that is essential for tRNA thiolation. Its activity appears to be important in root development.
AT4G35987,AT4G35987,"CALMODULIN N-METHYLTRANSFERASE,  CAM KMT",S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)
AT4G36220,AT4G36220,"CYP84A1,  CYTOCHROME P450 84A1,  F5H,  FAH1,  FERULIC ACID 5-HYDROXYLASE 1",encodes ferulate 5-hydroxylase (F5H). Involved in lignin biosynthesis.
AT4G37000,AT4G37000,"ACCELERATED CELL DEATH 2,  ACD2,  ARABIDOPSIS THALIANA RED CHLOROPHYLL CATABOLITE REDUCTASE,  ATRCCR","Mutants have spontaneous spreading cell death lesions and constitutive activation of defenses in the absence of pathogen infection.  Its product was shown to display  red chlorophyll catabolite reductase (RCCR), which catalyzes one step in the breakdown of the porphyrin component of chlorophyll. The enzyme was further assessed to be a Type-1 (pFCC-1-producing) RCCR.Upon P. syringae infection, ACD2 localization shifts from being largely in chloroplasts to partitioning to chloroplasts, mitochondria, and to a small extent, cytosol. Overexpression of ACD2 delayed cell death and the replication of P. syringae."
AT4G37550,AT4G37550,"IAMH1,  IAMHYDROLASE1",Indole-3-acetamide (IAM) hydrolase gene required for the auxin effects of IAM.
AT4G37870,AT4G37870,"PCK1,  PEPCK,  PHOSPHOENOLPYRUVATE CARBOXYKINASE,  PHOSPHOENOLPYRUVATE CARBOXYKINASE 1",Encodes a phosphoenolpyruvate carboxykinase that localizes to the cytosol.
AT4G38240,AT4G38240,"CGL,  CGL1,  COMPLEX GLYCAN LESS,  COMPLEX GLYCAN LESS 1,  GNTI,  N-ACETYLGLUCOSAMINYLTRANSFERASE I","Encodes N-acetyl glucosaminyl transferase I, the first enzyme in the pathway of complex glycan biosynthesis."
AT4G39120,AT4G39120,"HISN7,  HISTIDINE BIOSYNTHESIS 7,  IMPL2,  MYO-INOSITOL MONOPHOSPHATASE LIKE 2","Encodes a chloroplast-localized member of the myo-inositol monophosphatase family, IMPL2 (myo-Inositol monophosphatase like 2) that seems to have multiple enzymatic activities. It contributes to histidine biosynthesis based on it histidinol-phosphate phosphatase activity. In addition, the protein can act as an inositol monophosphatase and an L-galactose-1-phosphate phosphatase in vitro."
AT5G01220,AT5G01220,"SQD2,  SULFOQUINOVOSYLDIACYLGLYCEROL 2",Encodes a UDP-sulfoquinovose:DAG sulfoquinovosyltransferase that is involved in sulfolipid biosynthesis and whose expression is responsive to both phosphate (Pi) and phosphite (Phi) in both roots and shoots.
AT5G02410,AT5G02410,"ALG10,  HOMOLOG OF YEAST ALG10","Encodes ALG10, an ER-resident alpha1,2-glucosyltransferase that is required for lipid-linked oligosaccharide biosynthesis and subsequently for normal leaf development and abiotic stress response."
AT5G02810,AT5G02810,"APRR7,  PRR7,  PSEUDO-RESPONSE REGULATOR 7","PRR7 and PRR9 are partially redundant essential components of a temperature-sensitive circadian system. CCA1 and LHY had a positive effect on PRR7 expression levels. Acts as transcriptional repressor of CCA1 and LHY.  Acts additively with EC, PRR5 and PRR9 to regulate hypocotyl growth under photoperiodic conditions."
AT5G03080,AT5G03080,"LIPID PHOSPHATE PHOSPHATASE GAMMA,  LPPGAMMA","Encodes a phosphatidic acid phosphatase that can be detected in chloroplast membrane fractions. This gene, LPPgamma appears to be more important for diacylglycerol formation than LPPepsilon1 and LPPepsilon2 in the plastids. Heterozygous lppgamma mutants produce pollen that have defects in pollen tube germination and no homozygous mutants have been recovered. The mRNA is cell-to-cell mobile."
AT5G03280,AT5G03280,"ATEIN2,  CKR1,  CYTOKININ RESISTANT 1,  EIN2,  ENHANCED RESPONSE TO ABA3,  ERA3,  ETHYLENE INSENSITIVE 2,  ORE2,  ORE3,  ORESARA 2,  ORESARA 3,  PIR2","Involved in ethylene signal transduction. Acts downstream of CTR1. Positively regulates ORE1 and negatively regulates mir164A,B,C to regulate leaf senescence. A maternally expressed imprinted gene. Mutations in ein2 block ethylene stimulation of flavonol synthesis. The mRNA is cell-to-cell mobile."
AT5G03370,AT5G03370,,acylphosphatase family;(source:Araport11)
AT5G03730,AT5G03730,"ATCTR1,  CONSTITUTIVE TRIPLE RESPONSE 1,  CTR1,  SIS1,  SUGAR-INSENSITIVE 1",Homologous to the RAF family of serine/threonine protein kinases. Negative regulator in the ethylene signal transduction pathway. Interacts with the putative ethylene receptors ETR1 and ERS. Constitutively expressed.
AT5G03860,AT5G03860,"MALATE SYNTHASE,  MLS",Encodes a protein with malate synthase activity.
AT5G04590,AT5G04590,"SIR,  SULFITE REDUCTASE",A.thaliana gene encoding sulfite reductase.
AT5G04620,AT5G04620,"ATBIOF,  BIO4,  BIOF,  BIOTIN 4,  BIOTIN F","The cDNA encoding 7-keto-8-aminopelargonic acid (KAPA) synthase, the first committed enzyme of the biotin synthesis pathway has been cloned and its molecular function confirmed (functional complementation of an E. coli mutant). The subcellular localization of the enzyme (cytosol) proves that the biotin biosynthesis in plants takes place in different compartments which differs from the biosynthetic route found in microorganisms."
AT5G05690,AT5G05690,"CABBAGE 3,  CBB3,  CONSTITUTIVE PHOTOMORPHOGENIC DWARF,  CPD,  CYP90,  CYP90A,  CYP90A1,  CYTOCHROME P450 90A1,  DWARF 3,  DWF3","Encodes a member of the CP90A family, a cytochrome P450 monooxygenase which converts 6-deoxocathasterone to 6-deoxoteasterone in the late C6 oxidation pathway and cathasterone to teasterone in the early C6 oxidation pathway of brassinolide biosynthesis.  Expressed in cotyledons and leaves. Mutants display de-etiolation and derepression of light-induced genes in the dark, dwarfism, male sterility and activation of stress-regulated genes in the light. The expression of the gene using a CPD promoter:LUC fusion construct was shown to be under circadian and light control. Additionally, the circadian regulation was shown to be independent of BR levels as it remains unchanged in bri1 mutant lines. CPD appears to be involved in the autonomous pathway that regulates the transition to flowering, primarily through a BRI1-mediated signaling pathway that affects FLC expression levels, as uncovered by double mutant analyses."
AT5G06580,AT5G06580,"D-LACTATE DEHYDROGENASE,  D-LDH","Encodes a protein with glycolate dehydrogenase activity, which was shown to complement various subunits of the E. coli glycolate oxidase complex. It has not been ruled out that the enzyme might be involved in other catalytic activities in vivo."
AT5G07370,AT5G07370,"ATIPK2A,  IMPK,  INOSITOL MULTI-PHOSPHATE KINASE,  INOSITOL POLYPHOSPHATE KINASE 2 ALPHA,  IPK2A","Encodes inositol polyphosphate kinase, which phosphorylates inositol 1,4,5-triphosphate and inositol 1,3,4,5-tetrakisphosphate to generate inositol 1,3,4,5,6-pentakisphosphate. Acts redundantly with ATIPK2beta during pollen   development, pollen tube guidance and embryogenesis. The mRNA is cell-to-cell mobile."
AT5G07990,AT5G07990,"CYP75B1,  CYTOCHROME P450 75B1,  D501,  TRANSPARENT TESTA 7,  TT7",Required for flavonoid 3' hydroxylase activity. Enzyme abundance relative to CHS determines Quercetin/Kaempferol metabolite ratio. The mRNA is cell-to-cell mobile.
AT5G08170,AT5G08170,"AGMATINE IMINOHYDROLASE,  ATAIH,  EMB1873,  EMBRYO DEFECTIVE 1873",porphyromonas-type peptidyl-arginine deiminase family protein;(source:Araport11)
AT5G08280,AT5G08280,"HEMC,  HYDROXYMETHYLBILANE SYNTHASE,  RUG1,  RUGOSA 1","Encodes a protein with porphobilinogen deaminase activity. This protein is targeted to the chloroplast. Mutants spontaneously develop chlorotic leaf lesions in the absence of pathogen attack, resembling the phenotype of lesion-mimic mutants. It has been shown to interact with the PPR protein AtECB2 for chloroplast RNA editing."
AT5G08330,AT5G08330,"ATTCP21,  CCA1 HIKING EXPEDITION,  CHE,  TCP DOMAIN PROTEIN 21,  TCP21",Circadian oscillator protein which interacts with bZIP63 and regulates a response of the circadian oscillator to sugar. Is not required for the sugar-induced circadian phase advance in the morning; regulates a response of CCA1 to sugars.
AT5G08335,AT5G08335,"ARABIDOPSIS THALIANA ISOPRENYL CYSTEINE METHYLTRANSFERASE B,  ATICMTB,  ATSTE14B,  ICMTB,  ISOPRENYL CYSTEINE METHYLTRANSFERASE B",Encodes an  isoprenyl cysteine methylatransferase (ICMT) involved in the post-translational processing of proteins that have a C-terminal CaaX box. This protein appears to have higher catalytic activity and a higher transcript expression level than the other ICMT present in Arabidopsis (At5g23320). Analysis of ICMT RNAi lines suggests that this protein is involved in flower and stem development.
AT5G08340,AT5G08340,,Nucleotidylyl transferase superfamily protein;(source:Araport11)
AT5G08470,AT5G08470,"EMB2817,  EMBRYO DEFECTIVE 2817,  PEROXISOME 1,  PEX1",an AAA-ATPase that is the probable Arabidopsis orthologue of one of the AAA-ATPases involved in peroxisome biogenesis in yeasts and mammals.
AT5G08640,AT5G08640,"ATFLS1,  FLAVONOL SYNTHASE,  FLAVONOL SYNTHASE 1,  FLS,  FLS1",Encodes a flavonol synthase that catalyzes formation of flavonols from dihydroflavonols. Co-expressed with CHI and CHS (qRT-PCR).
AT5G08740,AT5G08740,"NAD(P)H DEHYDROGENASE C1,  NDC1",Encodes a dedicated Type II NADPH dehydrogenase that catalyzes the penultimate step in phylloquinone (vitamin K1). biosynthesis
AT5G09230,AT5G09230,"ATSRT2,  SIRTUIN 2,  SRT2","Encodes SRT2, a member of the SIR2 (sirtuin) family HDAC (histone deacetylase) (SRT1/AT5g55760, SRT2/AT5G09230)."
AT5G09290,AT5G09290,,Inositol monophosphatase family protein;(source:Araport11)
AT5G09640,AT5G09640,"SCPL19,  SERINE CARBOXYPEPTIDASE-LIKE 19,  SINAPOYLGLUCOSE ACCUMULATOR 2,  SNG2","encodes a serine carboxypeptidase-like (SCPL) protein. Mutants accumulate sinapoylglucose instead of sinapoylcholine, and have increased levels of choline and decreased activity of the enzyme sinapoylglucose:choline sinapoyltransferase."
AT5G10480,AT5G10480,"PAS2,  PASTICCINO 2,  PEP,  PEPINO","Protein tyrosine phosphatase-like involved in cell division and differentiation. Interacts with CDKA;1 only in its phosphorylated form, preventing dephosphorylation. Overexpression slowed down cell division in suspension cell cultures at the G2-to-M transition and early  mitosis and inhibited Arabidopsis seedling growth. Localized in  the cytoplasm of dividing cells but moved into the nucleus upon cell differentiation. Based on complementation of yeast mutant PAS2 has acyl-CoA dehydratase activity. It interacts with CER10, a component of the microsomal fatty acid elongase complex, suggesting a role in synthesis of VLCFAs (very long chain fatty acids)."
AT5G10630,AT5G10630,"HBS1,  HSP70 SUBFAMILY B SUPPRESSOR 1,  SKI7,  SUPER KILLER 7","Transcripts of this gene are alternatively spliced to encode either HBS1, a decoding factor translational GTPase, or SKI7, a component of the cytosolic RNA exosome."
AT5G10920,AT5G10920,,L-Aspartase-like family protein;(source:Araport11)
AT5G11720,AT5G11720,"AGLU1,  ALPHA-GLUCOSIDASE",Glycosyl hydrolases family 31 protein;(source:Araport11)
AT5G12040,AT5G12040,,Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein;(source:Araport11)
AT5G12200,AT5G12200,"PYD2,  PYRIMIDINE 2",Encodes a protein with dihydropyrimidine amidohydrolase activity. It localizes to the secretory system and plays a role in uracil metabolism.
AT5G13160,AT5G13160,"AVRPPHB SUSCEPTIBLE 1,  PBS1",Mutant is defective in perception of Pseudomonas syringae avirulence gene avrPphB. Encodes a putative serine-threonine kinase.
AT5G13690,AT5G13690,"CYCLOPS 1,  CYL1,  N-ACETYL-GLUCOSAMINIDASE,  NAGLU",Encodes an enzyme that is predicted to act as an alpha-N-acetylglucosaminidase (NAGLU). An naglu mutant arrests early in seed development but does not appear to have male or female gametophytic defects. Transcript levels for this gene are increased during reproductive development.
AT5G13700,AT5G13700,"APAO,  ATPAO1,  PAO1,  POLYAMINE OXIDASE 1",Encodes a protein with polyamine oxidase activity. The mRNA of this gene is only expressed in very low amounts in the organs where it was detected (light-grown plants).
AT5G13710,AT5G13710,"CEPHALOPOD,  CPH,  SMT1,  STEROL METHYLTRANSFERASE 1",SMT1 controls the level of cholesterol in plants
AT5G13930,AT5G13930,"ATCHS,  CHALCONE SYNTHASE,  CHS,  TRANSPARENT TESTA 4,  TT4","Encodes chalcone synthase (CHS), a key enzyme involved in the biosynthesis of flavonoids.  Required for the accumulation of purple anthocyanins in leaves and stems. Also involved in the regulation of auxin transport and the modulation of root gravitropism. The mRNA is cell-to-cell mobile."
AT5G14760,AT5G14760,"AO,  FIN4,  FLAGELLIN-INSENSITIVE 4,  L-ASPARTATE OXIDASE",At5g14760 encodes for L-aspartate oxidase involved in the early steps of NAD biosynthesis. In contrary to the EC 1.4.3.16 (l-aspartate oxidase - deaminating) the enzyme catalyzes the reaction  L-aspartate + O2 = iminoaspartate (alpha-iminosuccinate) + H2O2. Flavoenzyme-encoding gene.
AT5G14780,AT5G14780,"ATFDH1,  FDH,  FORMATE DEHYDROGENASE",Encodes a NAD-dependent formate dehydrogenase.
AT5G14800,AT5G14800,"AT-P5C1,  AT-P5R,  EMB2772,  EMBRYO DEFECTIVE 2772,  P5CR,  PYRROLINE-5- CARBOXYLATE (P5C) REDUCTASE","Delta 1-pyrroline-5-carboxylate reductase, catalyzes the final step in proline biosynthesis from glutamate and ornithine.In situ hybridization indicated that under normal growth conditions, the highest concentration of P5CR transcripts occurs in the cortical parenchyma, phloem, vascular cambium and pith parenchyma in the vicinity of the protoxylem. Single gene in Arabidopsis."
AT5G14850,AT5G14850,"ABNORMAL POLLEN TUBE GUIDANCE 1,  APTG1","Encodes a putative mannosyltransferase homolog to human PIG-B and yeast GPI10, both of which are involved in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors.  Disruption of the gene affects COBRA-LIKE10 localization, a GPI-anchored protein (GPI-AP) important for pollen tube growth and guidance."
AT5G14950,AT5G14950,"ATGMII,  GMII,  GOLGI ALPHA-MANNOSIDASE II","Encodes a golgi alpha-mannosidase, an enzyme responsible for the formation of major complex-type N-glycans."
AT5G15770,AT5G15770,"ATGNA1,  GLUCOSAMINE-6-PHOSPHATE N-ACETYLTRANSFERASE 1,  GLUCOSE-6-PHOSPHATE ACETYLTRANSFERASE 1,  GNA1",Encodes a putative glucose-6-phosphate acetyltransferase that is likely involved in UDP-N-acetylglucosamine biosynthesis. A GFP:GNA1 fusion protein localizes to the endoplasmic reticulum.
AT5G15840,AT5G15840,"B-BOX DOMAIN PROTEIN 1,  BBX1,  CO,  CONSTANS,  FG","Encodes a protein showing similarities to zinc finger transcription factors, involved in regulation of flowering under long days. Acts upstream of FT and SOC1."
AT5G17050,AT5G17050,"UDP-GLUCOSYL TRANSFERASE 78D2,  UGT78D2",The At5g17050 encodes a anthocyanidin 3-O-glucosyltransferase which specifically glucosylates the 3-position of the flavonoid C-ring. Anthocyanidins such as cyanidin and pelargonidin as well as flavonols such as kaempferol and quercetin are accepted substrates.
AT5G17230,AT5G17230,"PHYTOENE SYNTHASE,  PSY",Encodes phytoene synthase that is the rate-limiting enzyme in the carotenoid biosynthetic pathway and that interacts with the ORANGE (OR) protein.  PSY's expression is posttransciptionally regulated by OR.
AT5G17290,AT5G17290,"APG5,  ATATG5,  ATG5,  AUTOPHAGY 5","Autophagy protein ATG5. Forms a conjugate with ATG12 with an essential role in plant nutrient recycling. Mutants missing ATG5 display early senescence and are hypersensitive to nitrogen or carbon starvation, accompanied by a more rapid loss of organellar and cytoplasmic proteins."
AT5G17990,AT5G17990,"PAT1,  PHOSPHORIBOSYLANTHRANILATE TRANSFERASE 1,  TRP1,  TRYPTOPHAN BIOSYNTHESIS 1","Encodes the tryptophan biosynthetic enzyme phosphoribosylanthranilate transferase  (PAT1, called trpD in bacteria). Converts anthranilate and phosphoribosylpyrophosphate into phosphoribosylanthranilate and inorganic pyrophosphate. The mRNA is cell-to-cell mobile."
AT5G18070,AT5G18070,"DNA-DAMAGE-REPAIR/TOLERATION 101,  DRT101",encodes a novel protein involved in DNA repair from UV damage. Isolated by functional complementation of E. coli UV-sensitive mutants (UVR genes).
AT5G18200,AT5G18200,,encodes an adenylyltransferase
AT5G18660,AT5G18660,"3,8-DIVINYL PROTOCHLOROPHYLLIDE A 8-VINYL REDUCTASE,  DVR,  PALE-GREEN AND CHLOROPHYLL B REDUCED 2,  PCB2","Encodes a protein with 3,8-divinyl protochlorophyllide a 8-vinyl reductase activity. Mutants accumulate divinyl chlorophyll rather than monovinyl chlorophyll."
AT5G19400,AT5G19400,SMG7,"Encodes SMG7, a protein that possesses an evolutionarily conserved EST1 domain and exhibits strong homology to human SMG6 (EST1A) and SMG7 (EST1C) proteins.  SMG7 plays an evolutionarily conserved role in nonsense-mediated RNA decay (NMD). Required for exit from meiosis.  Hypomorphic smg7 alleles render mutant plants sterile by causing an unusual cell-cycle arrest in anaphase II that is characterized by delayed chromosome decondensation and aberrant rearrangement of the meiotic spindle. Disruption of SMG7 causes embryonic lethality."
AT5G20070,AT5G20070,"ARABIDOPSIS THALIANA NUDIX HYDROLASE HOMOLOG 19,  ATNUDT19,  ATNUDX19,  NUDIX HYDROLASE HOMOLOG 19,  NUDX19",nudix hydrolase homolog 19;(source:Araport11)
AT5G20480,AT5G20480,"EF-TU RECEPTOR,  EFR",Encodes a predicted leucine-rich repeat receptor kinase (LRR-RLK).  Functions as the receptor for bacterial PAMP (pathogen associated molecular patterns) EF-Tu.
AT5G20990,AT5G20990,"B73,  CHL6,  CHLORATE RESISTANT 6,  CNX,  CNX1,  CO-FACTOR FOR NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE,  CO-FACTOR FOR NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 1,  SIR4,  SIRTINOL 4","Involved in molybdenum cofactor (Moco) biosynthesis, inserting Mo into Molybdopterin. sir loss-of-function mutants are resistant to sirtinol, a modulator of auxin signaling."
AT5G22300,AT5G22300,"ATNIT4,  NIT4,  NITRILASE 4","encodes a nitrilase isomer. The purified enzyme shows a strong substrate specificity for beta-cyano-L-alanine, a intermediate product of the cyanide detoxification pathway. The mRNA is cell-to-cell mobile."
AT5G23300,AT5G23300,"PYRD,  PYRIMIDINE D","dihydroorotate dehydrogenase, catalyses fourth step of pyrimidine biosynthesis"
AT5G23960,AT5G23960,"ATTPS21,  TERPENE SYNTHASE 21,  TPS21",Encodes a sesquiterpene synthase involved in generating all of the group A sesquiterpenes found in the Arabidopsis floral volatile blend.  Strongly expressed in the stigma.
AT5G24470,AT5G24470,"APRR5,  PRR5,  PSEUDO-RESPONSE REGULATOR 5","Encodes a pseudo-response regulator whose mutation affects various circadian-associated biological events such as flowering time in the long-day photoperiod conditions, red light sensitivity of seedlings during early photomorphogenesis, and the period of free-running rhythms of certain clock-controlled genes including CCA1 and APRR1/TOC1 in constant white light. Acts as transcriptional repressor of CCA1 and LHY. Acts additively with EC, PRR7 and PRR9 to regulate hypocotyl growth under photoperiodic conditions."
AT5G24770,AT5G24770,"ATVSP2,  VEGETATIVE STORAGE PROTEIN 2,  VSP2","Has acid phosphatase activity dependent on the presence of divalent cations (Mg2+, Co2+, Zn2+, Mn2+) and anti-insect activity. Insects fed with the protein show a retarded development. Induced in response to abscisic acid, jasmonic acid, salt, water deficiency and wounding."
AT5G25900,AT5G25900,"ARABIDOPSIS THALIANA ENT-KAURENE OXIDASE 1,  ATKO1,  CYP701A3,  CYTOCHROME P450 701 A3,  GA REQUIRING 3,  GA3",Encodes a member of the CYP701A cytochrome p450 family that is involved in later steps of the gibberellin biosynthetic pathway.
AT5G26710,AT5G26710,,"Glutamyl/glutaminyl-tRNA synthetase, class Ic;(source:Araport11)"
AT5G27380,AT5G27380,"ATGSH2,  GLUTATHIONE SYNTHETASE 2,  GSH2,  GSHB","Encodes a protein with similarity to glutathione synthetases, which catalyzes one of the early steps in glutathione biosynthesis. Two transcripts have been detected; the longer transcript is less abundant and the protein is localized to the chloroplast. The smaller transcript, in which the transit peptide is truncated, is localized to the cytosol. Increased glutathione accumulation in response to cesium stress."
AT5G27450,AT5G27450,"MEVALONATE KINASE,  MK,  MVK",Encodes a protein with mevalonate kinase activity involved in the mevalonate pathway.
AT5G27730,AT5G27730,,heparan-alpha-glucosaminide N-acetyltransferase-like protein (DUF1624);(source:Araport11)
AT5G28840,AT5G28840,"GDP-D-MANNOSE 3,  GME","Encodes a protein with GDP-D-mannose 3',5'-epimerase activity.  The enzyme is involved in ascorbate biosynthesis. It catalyzes the conversion of GDP-D-mannose to GDP-L-galactose."
AT5G32470,AT5G32470,"PALE GREEN 1,  PALE1,  TH-2,  TH2,  THIAMINE REQUIRING 2","The classical thiamin-requiring th2-1 mutation corresponds to At5g32470, encoding a HAD (haloacid dehalogenase) family phosphatase fused to a TenA (thiamin salvage) family protein. The HAD domain is a thiamin monophosphate-selective phosphatase, and the TenA domain has the expected thiamin salvage activity."
AT5G36150,AT5G36150,"ATPEN3,  PEN3,  PUTATIVE PENTACYCLIC TRITERPENE SYNTHASE 3",putative pentacyclic triterpene synthase 3;(source:Araport11)
AT5G36700,AT5G36700,"2-PHOSPHOGLYCOLATE PHOSPHATASE 1,  ATPGLP1,  PGLP1",2-phosphoglycolate phosphatase 1;(source:Araport11)
AT5G36880,AT5G36880,"ACETYL-COA SYNTHETASE,  ACS","Encodes a plastidic acetyl-coA synthetase. This enzyme plays a role in converting acetate to acetyl-coA in the plastids. It does not appear to be a major contributor to  fatty acid biosynthesis based on mutant phenotypes. The enzyme seems to act as a monomer and may play an important role  in preventing the toxic accumulation of fermentation products including acetaldehyde, acetate, and ethanol. It participates in  the pyruvate dehydrogenase bypass pathway"
AT5G37300,AT5G37300,WSD1,"Encodes a bifunctional enzyme, wax ester synthase (WS) and diacylglycerol acyltransferase (DGAT). In vitro assay indicated a ratio of 10.9 between its WS and DGAT activities. Both mutant and in vivo expression/analysis in yeast studies indicated a role in wax biosynthesis."
AT5G37830,AT5G37830,"OXOPROLINASE 1,  OXP1",Encodes a 5-oxoprolinase that acts in the glutathione degradation pathway and in 5-oxoproline metabolism.
AT5G37850,AT5G37850,"ATSOS4,  SALT OVERLY SENSITIVE 4,  SNO1,  SOS4","Encodes a pyridoxal kinase required for root hair development. Mutants are hypersensitive to Na+, K+ and Li+."
AT5G38460,AT5G38460,,"ALG6, ALG8 glycosyltransferase family;(source:Araport11)"
AT5G40440,AT5G40440,"ATMKK3,  MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3,  MKK3",Encodes a mitogen-activated protein kinase kinase.  Activates MPK8 and is a target of MPKKK20. Mutant root growth is sensitive oryzalin and suggestive of a role in signaling during microtubule organization.
AT5G40850,AT5G40850,"ATUPM1,  UPM1,  UROPHORPHYRIN METHYLASE 1",Encodes a urophorphyrin III methylase that  catalyzes S-adenosyl-L-methionine-dependent transmethylation in a multistep process involving the formation of a covalently linked complex with S-adenosyl-L-methionine. The mRNA is cell-to-cell mobile.
